ACCIDENT_NO,LATITUDE,LONGITUDE,LOCATION
T20220001258,-37.699725,144.792631,BRIMBANK
T20220001742,-37.842989,144.985576,MELBOURNE
T20220001157,-38.056439,145.243723,CASEY
T20220001154,-37.876309,144.608243,WYNDHAM
T20220001152,-37.686133,144.926826,HUME
T20220001148,-37.733957,144.883167,MOONEE VALLEY
T20220001147,-37.812842,145.081344,BOROONDARA
T20220001145,-38.111835,145.283103,CASEY
T20220001136,-38.123839,145.147786,FRANKSTON
T20220002707,-37.739944,144.999289,DAREBIN
T20220002225,-37.971033,145.223284,GREATER DANDENONG
T20220001131,-38.20176,144.440842,GREATER GEELONG
T20220001128,-37.896207,145.143855,MONASH
T20220003841,-36.186789,146.137597,MOIRA
T20220001305,-37.79227,144.958493,MELBOURNE
T20220001126,-37.880718,145.165617,MONASH
T20220001124,-38.149256,145.1967,FRANKSTON
T20220001122,-36.782483,144.244225,GREATER BENDIGO
T20220002039,-37.894919,145.130037,MONASH
T20220001118,-37.959028,145.053065,KINGSTON
T20220001117,-37.766009,145.002588,DAREBIN
T20220003858,-37.823422,144.73031,WYNDHAM
T20220003658,-37.675868,144.59398,MELTON
T20220001729,-37.69481,145.011326,WHITTLESEA
T20220001133,-38.16271,144.35365,GREATER GEELONG
T20220001109,-37.986215,145.02589,BAYSIDE
T20220001108,-37.597695,144.929663,HUME
T20220002180,-37.865321,144.990911,PORT PHILLIP
T20220001353,-37.897447,145.065051,GLEN EIRA
T20220001103,-38.057187,145.394363,CARDINIA
T20220001100,-37.959106,144.574864,WYNDHAM
T20220008862,-38.042613,145.252305,CASEY
T20220001572,-36.681105,144.276209,GREATER BENDIGO
T20220001243,-37.73042,148.095694,EAST GIPPSLAND
T20220001264,-38.352644,141.60606,GLENELG
T20220001197,-37.855829,145.116712,MONASH
T20220001241,-37.762201,145.762009,YARRA RANGES
T20220002363,-37.78785,145.548853,YARRA RANGES
T20220001517,-37.696932,144.77817,BRIMBANK
T20220001166,-36.478468,143.949967,LODDON
T20220003666,-38.121768,145.135032,FRANKSTON
T20220004829,-36.254457,147.081278,INDIGO
T20220001181,-37.781752,144.870395,MARIBYRNONG
T20220001167,-37.895197,145.14404,MONASH
T20220001844,-38.08716,145.502201,CARDINIA
T20220001230,-37.746264,144.97741,MERRI-BEK
T20220001817,-37.687577,144.567553,MELTON
T20220007809,-37.752087,145.048606,BANYULE
T20220003312,-37.808882,144.966304,MELBOURNE
T20220001513,-38.176332,144.597848,GREATER GEELONG
T20220001694,-37.807462,145.028722,BOROONDARA
T20220001978,-38.075637,145.71501,CARDINIA
T20220001306,-37.859129,144.899629,HOBSONS BAY
T20220001309,-37.791236,144.889674,MARIBYRNONG
T20220001225,-38.37654,142.483961,WARRNAMBOOL
T20220001216,-36.801112,145.12421,STRATHBOGIE
T20220001209,-38.160974,144.362927,GREATER GEELONG
T20220001204,-37.900433,145.011875,GLEN EIRA
T20220001200,-37.926809,145.028552,GLEN EIRA
T20220001192,-38.056249,141.689776,GLENELG
T20220001189,-37.68665,145.067512,WHITTLESEA
T20220001318,-38.17935,143.515749,COLAC OTWAY
T20220001290,-37.818881,145.269091,MAROONDAH
T20220001339,-38.38972,142.823234,MOYNE
T20220001247,-37.871846,145.017726,GLEN EIRA
T20220001473,-37.899397,145.055125,GLEN EIRA
T20220001257,-37.750534,145.371619,YARRA RANGES
T20220001262,-37.608953,144.464791,MOORABOOL
T20220001327,-36.418643,145.295452,GREATER SHEPPARTON
T20220001326,-37.686922,144.93322,HUME
T20220001324,-37.065031,144.222158,MOUNT ALEXANDER
T20220001321,-37.641901,145.070101,WHITTLESEA
T20220002477,-37.575782,144.907521,HUME
T20220001260,-38.016896,145.0945,KINGSTON
T20220001320,-37.804991,144.99213,YARRA
T20220001263,-38.315701,142.400407,MOYNE
T20220001930,-37.895707,144.989927,BAYSIDE
T20220001315,-37.816385,144.955727,MELBOURNE
T20220001311,-37.874011,145.064387,STONNINGTON
T20220001249,-37.46444,143.582604,PYRENEES
T20220001310,-36.773247,144.305216,GREATER BENDIGO
T20220001636,-37.732805,142.009609,SOUTHERN GRAMPIANS
T20220001298,-37.750605,145.371658,YARRA RANGES
T20220001296,-37.877961,144.687304,WYNDHAM
T20220001269,-37.732072,144.665094,MELTON
T20220001276,-38.14676,144.347125,GREATER GEELONG
T20220001279,-38.150747,144.36481,GREATER GEELONG
T20220001280,-34.24733,142.205717,MILDURA
T20220001887,-38.109975,147.06825,WELLINGTON
T20220001283,-38.370096,145.67014,SOUTH GIPPSLAND
T20220002052,-37.862098,144.984657,PORT PHILLIP
T20220001487,-37.91776,145.236648,KNOX
T20220001256,-38.189576,145.120545,MORNINGTON PENINSULA
T20220001239,-37.610201,144.927883,HUME
T20220001289,-36.295338,146.706473,INDIGO
T20220001593,-37.877258,145.035371,GLEN EIRA
T20220001248,-38.084693,147.011313,WELLINGTON
T20220001293,-38.229405,145.18086,MORNINGTON PENINSULA
T20220002362,-37.887641,144.640316,WYNDHAM
T20220001569,-37.744233,144.799942,BRIMBANK
T20220001288,-37.730547,144.794542,BRIMBANK
T20220001331,-37.557883,145.0316,WHITTLESEA
T20220001386,-38.119541,144.353675,GREATER GEELONG
T20220001939,-37.7518,145.001733,DAREBIN
T20220001342,-38.353274,144.914092,MORNINGTON PENINSULA
T20230000204,-37.794394,145.126049,MANNINGHAM
T20220001374,-38.367815,144.903795,MORNINGTON PENINSULA
T20220001372,-36.358576,146.689475,INDIGO
T20220001371,-37.889039,145.221911,KNOX
T20220001369,-37.969596,145.148786,GREATER DANDENONG
T20220001368,-36.131864,146.90475,WODONGA
T20220001367,-37.610351,144.325057,MOORABOOL
T20220001354,-37.782039,145.338536,YARRA RANGES
T20220001380,-38.172276,144.43976,GREATER GEELONG
T20220002607,-37.933494,145.037718,KINGSTON
T20220001492,-36.700734,144.255747,GREATER BENDIGO
T20220002053,-38.008069,145.085026,KINGSTON
T20220001358,-37.826001,145.287586,MAROONDAH
T20220001361,-37.526693,143.830758,BALLARAT
T20220001471,-37.826216,145.287432,MAROONDAH
T20220023531,-38.242526,145.564399,CARDINIA
T20220002056,-38.432425,143.63878,COLAC OTWAY
T20220003247,-37.919056,145.120901,MONASH
T20220001352,-37.79871,145.60699,YARRA RANGES
T20220001389,-37.715599,144.928326,MERRI-BEK
T20220001364,-37.55886,143.816872,BALLARAT
T20220001388,-37.726224,145.024445,DAREBIN
T20220001411,-37.75326,145.691139,YARRA RANGES
T20220001387,-37.743892,144.989151,DAREBIN
T20220001347,-37.380211,143.971761,HEPBURN
T20220001348,-37.77025,145.140896,MANNINGHAM
T20220001349,-38.311434,144.992896,MORNINGTON PENINSULA
T20220001350,-37.81744,145.249863,MAROONDAH
T20220001394,-37.99988,145.218229,GREATER DANDENONG
T20220001577,-36.441294,146.780223,INDIGO
T20220001407,-37.752943,147.857858,EAST GIPPSLAND
T20220001415,-37.804728,144.964734,MELBOURNE
T20220001748,-38.016242,146.004536,BAW BAW
T20220001443,-37.673025,144.852158,HUME
T20220003024,-37.834708,144.92641,PORT PHILLIP
T20220001964,-37.69671,144.924682,MERRI-BEK
T20220001379,-37.838705,144.738313,WYNDHAM
T20220001376,-36.742226,144.204157,GREATER BENDIGO
T20220001667,-36.710402,142.196254,HORSHAM
T20220001345,-37.744518,144.863049,MOONEE VALLEY
T20220001337,-37.664503,144.418102,MOORABOOL
T20220001412,-38.365188,144.798349,MORNINGTON PENINSULA
T20220001591,-38.138063,144.316181,GREATER GEELONG
T20220001413,-36.379701,146.367869,WANGARATTA
T20220002061,-37.560761,145.872767,YARRA RANGES
T20220001403,-37.98744,145.117857,KINGSTON
T20220001414,-37.774737,144.96083,MERRI-BEK
T20220001734,-37.337393,145.13976,MITCHELL
T20220002066,-37.742221,144.792052,BRIMBANK
T20220001392,-37.863124,144.776776,HOBSONS BAY
T20220001416,-37.84769,145.227142,KNOX
T20220001419,-38.287738,145.614734,CARDINIA
T20220001454,-37.964791,145.057164,KINGSTON
T20220001450,-37.844065,144.846072,HOBSONS BAY
T20220004195,-38.227022,145.126771,MORNINGTON PENINSULA
T20220001449,-38.353289,145.649056,BASS COAST
T20220001724,-37.844751,144.942442,PORT PHILLIP
T20220001408,-37.884704,145.127355,MONASH
T20220001442,-37.823212,144.960831,MELBOURNE
T20220001432,-38.217015,145.401973,CASEY
T20220001396,-38.514663,145.354086,UNKNOWN
T20220001400,-37.921633,145.186338,MONASH
T20220001496,-37.644474,145.064077,WHITTLESEA
T20220001638,-38.164373,145.183245,FRANKSTON
T20220001477,-37.75956,141.047175,GLENELG
T20220001410,-37.989019,145.060464,KINGSTON
T20220001439,-37.735393,145.058233,BANYULE
T20220004563,-36.799625,144.345032,GREATER BENDIGO
T20220001655,-37.335881,145.027304,MITCHELL
T20220001434,-38.182446,144.344731,GREATER GEELONG
T20220001427,-37.781399,144.754778,MELTON
T20220001406,-37.76941,145.230371,MANNINGHAM
T20220002111,-37.695017,147.59699,EAST GIPPSLAND
T20220001425,-37.152538,145.651155,MURRINDINDI
T20220002342,-38.118676,145.326631,CASEY
T20220002208,-37.852889,145.268543,KNOX
T20220002733,-36.39904,145.412173,GREATER SHEPPARTON
T20220001401,-38.394168,143.285742,COLAC OTWAY
T20220001393,-38.169055,144.385791,GREATER GEELONG
T20220001440,-37.687066,145.067692,BANYULE
T20220001467,-37.833732,144.912762,MELBOURNE
T20220004083,-37.933169,145.036374,GLEN EIRA
T20220001476,-37.871345,144.773027,HOBSONS BAY
T20220001486,-37.755012,144.917782,MOONEE VALLEY
T20220002376,-37.950733,145.152578,GREATER DANDENONG
T20220001520,-38.120941,145.345992,CASEY
T20220001518,-37.837886,144.884261,HOBSONS BAY
T20220001516,-37.805232,144.969198,MELBOURNE
T20220001512,-37.802404,144.983677,YARRA
T20220001509,-38.079994,145.25813,CASEY
T20220001507,-37.934006,145.041862,KINGSTON
T20220001506,-37.819179,145.150006,WHITEHORSE
T20220001499,-37.983091,146.887783,WELLINGTON
T20220001498,-37.650654,145.01112,WHITTLESEA
T20220001497,-36.552217,146.709515,ALPINE
T20220003502,-37.747893,144.830516,BRIMBANK
T20220001738,-37.944968,145.006292,BAYSIDE
T20220001547,-38.367188,144.861838,MORNINGTON PENINSULA
T20220001545,-37.968378,145.20095,GREATER DANDENONG
T20220001542,-37.875633,144.979588,PORT PHILLIP
T20220001539,-37.707879,144.997673,DAREBIN
T20220001534,-38.03008,145.192014,GREATER DANDENONG
T20220001854,-37.89786,145.007692,GLEN EIRA
T20220001531,-37.687078,144.926662,HUME
T20220001525,-37.680733,144.421204,MOORABOOL
T20220001523,-37.514829,147.291003,WELLINGTON
T20220001855,-37.73292,144.924,MOONEE VALLEY
T20220005430,-37.794074,144.869489,MARIBYRNONG
T20220007115,-37.75338,144.945766,MERRI-BEK
T20220001657,-36.627271,145.471317,STRATHBOGIE
T20220001526,-37.560257,143.94905,BALLARAT
T20220002103,-37.827436,144.9628,MELBOURNE
T20220001610,-37.692156,144.949725,HUME
T20220002125,-37.854659,145.052259,STONNINGTON
T20220003429,-37.889211,144.771309,WYNDHAM
T20220003352,-37.620756,145.005234,WHITTLESEA
T20220001571,-37.558111,143.824695,BALLARAT
T20220019741,-36.763637,144.282903,GREATER BENDIGO
T20220001594,-37.788649,144.99087,YARRA
T20220001588,-36.07301,144.598077,CAMPASPE
T20220001628,-37.897757,145.263328,KNOX
T20220001595,-38.092593,145.360446,CASEY
T20220001625,-37.60663,145.012246,WHITTLESEA
T20220001623,-37.940369,145.116777,KINGSTON
T20220001622,-37.965665,145.057795,KINGSTON
T20220001621,-37.991416,145.042353,BAYSIDE
T20220001619,-37.647444,144.984789,WHITTLESEA
T20220001617,-38.082041,145.353489,CASEY
T20220001558,-37.557945,144.706343,HUME
T20220001576,-37.796368,144.888589,MARIBYRNONG
T20220001564,-37.73079,147.78701,EAST GIPPSLAND
T20220001582,-37.832107,145.242755,MAROONDAH
T20220003328,-37.628553,144.948752,HUME
T20220007178,-37.744657,144.939168,MERRI-BEK
T20220001553,-38.275788,144.50406,GREATER GEELONG
T20220001552,-37.474817,143.8345,BALLARAT
T20220001597,-37.787114,144.770691,BRIMBANK
T20220001598,-37.735242,145.024223,DAREBIN
T20220001649,-37.875269,145.260277,KNOX
T20220001603,-37.825933,145.287588,MAROONDAH
T20220001634,-37.719446,144.993233,DAREBIN
T20220002278,-37.80677,144.818564,BRIMBANK
T20220001648,-37.987559,145.117871,KINGSTON
T20220001605,-38.057468,145.262388,CASEY
T20220001606,-37.724559,144.665742,MELTON
T20220001607,-37.814486,145.095001,BOROONDARA
T20220001736,-38.010944,145.140852,GREATER DANDENONG
T20220001551,-38.098805,146.306088,BAW BAW
T20220001586,-37.607867,144.8841,HUME
T20220001585,-38.172879,144.321563,GREATER GEELONG
T20220001746,-37.701584,144.964663,MERRI-BEK
T20220001991,-37.473568,144.972503,MITCHELL
T20220001612,-37.881427,145.034597,GLEN EIRA
T20220001614,-37.883324,145.089967,STONNINGTON
T20220001616,-37.88349,145.09008,MONASH
T20220001810,-37.801176,144.956746,MELBOURNE
T20220001544,-37.959419,145.112772,KINGSTON
T20220009212,-38.201173,144.326659,GREATER GEELONG
T20220001581,-37.800546,144.992869,YARRA
T20220005278,-38.033138,145.180017,GREATER DANDENONG
T20220001639,-37.810317,144.961359,MELBOURNE
T20220001567,-37.901303,144.762005,WYNDHAM
T20220001566,-38.039609,145.360339,CASEY
T20220001565,-38.357978,141.613359,GLENELG
T20220001683,-38.789284,143.468098,COLAC OTWAY
T20220001677,-37.805505,144.948655,MELBOURNE
T20220001801,-37.851394,145.097907,WHITEHORSE
T20220001676,-37.730235,145.070611,BANYULE
T20220001668,-38.214378,145.318686,CASEY
T20220001661,-37.562196,141.489547,GLENELG
T20220001653,-38.025859,144.440361,GREATER GEELONG
T20220001647,-38.271376,145.549092,CARDINIA
T20220001646,-37.867728,144.77116,HOBSONS BAY
T20220001645,-37.999234,145.091524,KINGSTON
T20220001635,-37.824688,144.849623,HOBSONS BAY
T20220001695,-37.90649,145.160886,MONASH
T20220012200,-37.780376,144.92592,MOONEE VALLEY
T20220001654,-37.876801,144.997088,PORT PHILLIP
T20220001802,-37.553103,145.856608,YARRA RANGES
T20220001631,-38.285703,144.400529,GREATER GEELONG
T20220001693,-38.677777,146.036688,SOUTH GIPPSLAND
T20220002029,-37.578638,147.894576,EAST GIPPSLAND
T20220001684,-38.170934,144.319037,GREATER GEELONG
T20220002778,-38.519482,142.739944,MOYNE
T20220001686,-37.706669,144.767202,BRIMBANK
T20220002310,-38.104146,145.128513,FRANKSTON
T20220001912,-37.831414,145.213348,WHITEHORSE
T20220006729,-37.872031,144.725394,WYNDHAM
T20220001795,-38.089865,145.506186,CARDINIA
T20220002146,-37.695578,145.373031,YARRA RANGES
T20220001743,-36.157566,146.937704,WODONGA
T20220001737,-37.984205,145.076512,KINGSTON
T20220001772,-37.804669,144.963241,MELBOURNE
T20220003785,-37.723301,144.57289,MELTON
T20220017147,-37.984216,145.089566,KINGSTON
T20220001787,-37.863981,144.972125,PORT PHILLIP
T20220001786,-37.813814,145.216735,MAROONDAH
T20220001733,-37.652888,144.91434,HUME
T20220001731,-38.162582,144.35093,GREATER GEELONG
T20220001728,-37.809819,144.782878,BRIMBANK
T20220001727,-37.795379,144.987998,YARRA
T20220001921,-37.84173,145.045636,BOROONDARA
T20220001722,-37.801184,144.892757,MARIBYRNONG
T20220001721,-38.43586,145.817071,SOUTH GIPPSLAND
T20220002365,-37.873136,144.723312,WYNDHAM
T20220001718,-37.93416,145.043156,KINGSTON
T20220002432,-37.69388,145.001017,DAREBIN
T20220001714,-37.846154,145.484732,YARRA RANGES
T20220001784,-36.289461,146.879284,INDIGO
T20220001713,-36.820187,144.237798,GREATER BENDIGO
T20220001771,-37.876496,145.147578,MONASH
T20220004033,-37.822669,144.998464,YARRA
T20220001767,-36.307514,146.900512,INDIGO
T20220001783,-36.620153,142.475253,YARRIAMBIACK
T20220001766,-38.192943,144.335236,GREATER GEELONG
T20220001761,-37.846435,144.990807,STONNINGTON
T20220001710,-37.86166,145.169132,WHITEHORSE
T20220001781,-37.823373,144.969929,MELBOURNE
T20220002736,-37.702645,145.085211,BANYULE
T20220001702,-37.797914,145.359033,YARRA RANGES
T20220001709,-37.804039,144.958469,MELBOURNE
T20220001760,-38.259224,144.548246,GREATER GEELONG
T20220001780,-37.983904,145.250724,CASEY
T20220001779,-36.199242,145.431845,GREATER SHEPPARTON
T20220002042,-37.629065,144.708663,MELTON
T20220001704,-38.067513,145.156223,KINGSTON
T20220001814,-37.746424,145.047145,BANYULE
T20220001778,-37.59649,145.100572,WHITTLESEA
T20220001818,-36.750072,145.577776,STRATHBOGIE
T20220001827,-37.292459,143.778305,HEPBURN
T20220002391,-37.743726,144.90979,MOONEE VALLEY
T20220002182,-37.826336,145.174452,WHITEHORSE
T20220003860,-37.832417,144.966943,PORT PHILLIP
T20220001806,-38.075484,145.272095,CASEY
T20220001759,-37.756808,144.823927,BRIMBANK
T20220001797,-38.012274,145.154429,GREATER DANDENONG
T20220003406,-37.743931,144.94381,MERRI-BEK
T20220001811,-37.788682,145.158048,MANNINGHAM
T20220001750,-37.242786,144.446703,MACEDON RANGES
T20220001692,-36.398546,145.408449,GREATER SHEPPARTON
T20220010067,-37.872743,145.092252,MONASH
T20220001862,-37.672335,145.381719,YARRA RANGES
T20220001859,-38.013304,145.426929,CARDINIA
T20220001858,-37.76818,145.079697,MANNINGHAM
T20220001852,-37.791101,144.979692,YARRA
T20220001856,-37.815056,144.803615,WYNDHAM
T20220001851,-37.910449,145.296227,KNOX
T20220001850,-38.226459,146.166357,BAW BAW
T20220001849,-38.027599,145.302554,CASEY
T20220003236,-37.755564,145.001105,DAREBIN
T20220001848,-37.752944,144.976252,MERRI-BEK
T20220001846,-37.680171,145.073792,WHITTLESEA
T20220001840,-37.719744,144.963059,MERRI-BEK
T20220001832,-37.954139,145.068926,KINGSTON
T20220001820,-34.18719,142.165184,MILDURA
T20220001819,-37.928918,145.18415,MONASH
T20220001816,-38.202304,144.306241,GREATER GEELONG
T20220003570,-37.886114,145.075912,STONNINGTON
T20220001805,-35.921001,145.64923,MOIRA
T20220001803,-38.206603,146.108004,BAW BAW
T20220002200,-37.760343,145.056419,BANYULE
T20220009287,-38.260961,144.608834,GREATER GEELONG
T20220001791,-37.810933,145.193196,WHITEHORSE
T20220001790,-37.844734,144.788766,HOBSONS BAY
T20220002287,-37.898288,145.117913,MONASH
T20220002826,-37.766947,145.198661,MANNINGHAM
T20220002739,-37.174991,146.055282,MANSFIELD
T20220003344,-37.838572,145.073066,BOROONDARA
T20220002160,-37.891855,144.593813,WYNDHAM
T20220011732,-37.804271,144.907752,MARIBYRNONG
T20220002829,-38.098192,145.488878,CARDINIA
T20220002357,-38.220825,146.332617,LATROBE
T20220002605,-38.009032,145.278856,CASEY
T20220001909,-38.519108,143.40795,COLAC OTWAY
T20220002871,-37.683578,144.914249,HUME
T20220002821,-37.837113,144.986775,MELBOURNE
T20220004818,-38.337596,144.317129,SURF COAST
T20220021419,-37.649936,145.523182,YARRA RANGES
T20220002054,-38.172763,144.345165,GREATER GEELONG
T20220002473,-37.816801,145.008806,YARRA
T20220001869,-37.734299,144.884813,MOONEE VALLEY
T20220001867,-38.587599,145.579275,BASS COAST
T20220001866,-37.753675,145.052793,BANYULE
T20220001863,-37.732815,145.218864,NILLUMBIK
T20220001890,-37.877346,144.711949,WYNDHAM
T20220001989,-38.266926,144.534401,GREATER GEELONG
T20220001988,-37.844905,145.040894,BOROONDARA
T20220001914,-38.003599,145.251007,GREATER DANDENONG
T20220001905,-37.380348,144.016008,HEPBURN
T20220001885,-37.901914,144.66289,WYNDHAM
T20220001884,-38.10962,145.252909,CASEY
T20220001881,-37.740099,144.896563,MOONEE VALLEY
T20220002440,-37.792659,144.77182,BRIMBANK
T20220002078,-36.764281,144.280517,GREATER BENDIGO
T20220002162,-36.199101,145.005561,CAMPASPE
T20220001894,-37.720104,144.851459,BRIMBANK
T20220002122,-37.836782,145.488789,YARRA RANGES
T20220001938,-38.384121,142.469446,WARRNAMBOOL
T20220001952,-38.209775,145.958968,BAW BAW
T20220002746,-38.256329,144.525283,GREATER GEELONG
T20220002059,-37.680245,145.013835,WHITTLESEA
T20220001875,-36.220226,144.616972,CAMPASPE
T20220001940,-37.78625,145.325597,YARRA RANGES
T20220001937,-37.755704,144.966196,MERRI-BEK
T20220001932,-37.685828,144.924357,HUME
T20220001925,-37.819551,145.080072,BOROONDARA
T20220001920,-37.863754,144.972468,PORT PHILLIP
T20230002530,-37.841674,145.013836,STONNINGTON
T20220001911,-38.194029,145.135098,FRANKSTON
T20220002047,-37.07592,146.331414,MANSFIELD
T20220001917,-37.927017,144.987973,BAYSIDE
T20220001915,-37.818167,145.26913,MAROONDAH
T20220004657,-37.559748,144.710225,HUME
T20220002959,-37.706975,144.867825,BRIMBANK
T20220007497,-37.16993,145.368259,MURRINDINDI
T20220003496,-37.908907,144.719263,WYNDHAM
T20220002895,-37.815921,144.999658,YARRA
T20220002189,-38.211963,145.472793,CARDINIA
T20220002194,-37.693393,144.756882,BRIMBANK
T20220002482,-37.533196,144.884534,HUME
T20220003237,-38.509097,143.965204,SURF COAST
T20220001975,-36.909176,142.654897,NORTHERN GRAMPIANS
T20220002022,-38.013473,145.23154,GREATER DANDENONG
T20220002620,-37.108711,142.41967,NORTHERN GRAMPIANS
T20220002009,-37.723096,145.015779,DAREBIN
T20220001993,-37.823575,147.644999,EAST GIPPSLAND
T20220001953,-37.794843,145.281814,MAROONDAH
T20220001992,-37.790782,145.31241,YARRA RANGES
T20220001950,-37.636301,142.54786,SOUTHERN GRAMPIANS
T20220002005,-37.077457,142.663044,NORTHERN GRAMPIANS
T20220002003,-38.081625,145.276177,CASEY
T20220002006,-37.51281,144.895103,HUME
T20220001985,-38.039145,145.108861,KINGSTON
T20220002001,-37.589737,144.914766,HUME
T20220001983,-37.898186,144.662877,WYNDHAM
T20220001976,-37.693921,144.915078,HUME
T20220002000,-37.796177,145.020488,BOROONDARA
T20220001956,-38.154859,144.362925,GREATER GEELONG
T20220002080,-37.706437,144.816516,BRIMBANK
