ACCIDENT_NO,LATITUDE,LONGITUDE
T20220014517,-38.095101,144.355965
T20220029322,-35.342871,143.529742
T20220014434,-37.764628,145.012267
T20220015011,-37.725259,145.210775
T20220014439,-37.701392,145.225856
T20220014425,-38.009489,145.12223
T20220014428,-37.764828,144.943766
T20220014443,-37.58929,144.941556
T20220014832,-37.703168,145.089827
T20220014446,-38.360844,144.891532
T20220014448,-37.559277,143.864458
T20220014450,-35.375909,143.562275
T20220015677,-37.718186,144.975303
T20220014426,-38.176161,144.369527
T20220020952,-38.339983,146.32145
T20220014462,-38.070811,145.492859
T20220014467,-38.193391,145.217135
T20220014540,-37.885869,145.104158
T20220017108,-37.768657,144.960185
T20220015237,-37.84205,144.959147
T20220014479,-38.348434,141.604453
T20220014484,-37.745388,144.809543
T20220014485,-38.150653,144.356352
T20220014487,-37.788348,144.93124
T20220016008,-37.039178,143.740806
T20220014489,-36.72079,144.304265
T20220014491,-38.500567,145.951912
T20220014492,-37.644515,145.026324
T20220014497,-37.780748,145.148013
T20220014498,-37.747416,144.925063
T20220014500,-37.578081,143.752884
T20220014501,-37.642651,143.886061
T20220015609,-37.653072,144.945138
T20220014505,-37.923881,145.201584
T20220014547,-37.878367,143.739595
T20220023725,-38.087499,145.364291
T20220014550,-37.779476,145.078695
T20220018457,-38.11796,145.766489
T20220014665,-37.727005,144.849474
T20220016052,-37.589453,144.442106
T20220015363,-37.976247,145.209914
T20220014514,-38.081526,144.336568
T20220014516,-37.828978,144.963243
T20220016841,-37.934273,145.165807
T20220014986,-37.838951,144.991314
T20220016749,-37.885111,145.09915
T20220014769,-37.735405,144.977463
T20220014812,-38.034668,145.305548
T20220014507,-37.745133,144.807417
T20220014509,-38.232989,145.040533
T20220014510,-38.038744,145.304741
T20220014511,-37.854659,145.052259
T20220014624,-37.635251,144.993101
T20220016298,-37.793161,144.965266
T20220027891,-37.942408,145.012704
T20220014687,-38.201876,145.472077
T20220014730,-38.152709,144.355402
T20220014546,-36.769255,144.28911
T20220014528,-37.873741,144.381835
T20220014531,-37.838354,145.05538
T20220016054,-37.831893,144.945082
T20220014552,-37.481742,143.846935
T20220014553,-36.720797,145.031513
T20220014886,-37.849613,145.109137
T20220014558,-36.388933,145.40673
T20220014559,-37.59014,144.910695
T20220014519,-38.36367,144.908876
T20220023839,-38.008869,145.278506
T20220014567,-38.098283,143.635597
T20220014533,-35.339506,143.558248
T20220014571,-38.370351,144.822234
T20220014573,-37.677735,144.919344
T20220014574,-37.810407,144.991233
T20220014575,-37.943864,145.153779
T20220014576,-37.528908,143.842262
T20220014521,-38.326157,142.373475
T20220014969,-37.800778,145.04231
T20220014660,-37.783159,145.025468
T20220015105,-37.891034,145.119148
T20220014592,-37.804771,144.935271
T20220016178,-38.133923,144.341112
T20220014654,-37.878201,145.066519
T20220018124,-38.113035,145.282785
T20220021171,-37.80965,144.966656
T20220014870,-37.777243,145.460643
T20220016141,-37.759965,145.071466
T20220015023,-37.80451,144.949366
T20220015288,-37.797165,145.290346
T20220014581,-37.659764,144.925672
T20220026977,-36.498892,145.312153
T20220014595,-37.812823,144.942955
T20220014599,-37.800466,145.250737
T20220014602,-37.968035,145.186698
T20220014603,-38.066945,145.153196
T20220018870,-37.775715,145.489262
T20220014610,-38.065605,145.506945
T20220014611,-37.829672,145.042134
T20220014613,-37.997784,145.275175
T20220014614,-37.851855,144.721069
T20220014619,-37.670803,145.059888
T20220014625,-37.823586,145.065452
T20220014628,-37.67238,145.015845
T20220014629,-37.865263,144.990486
T20220014630,-37.904307,147.697974
T20220014632,-37.979029,145.068562
T20220014636,-37.557964,143.891826
T20220014637,-37.714277,144.890721
T20220014639,-37.937808,144.998443
T20220014647,-37.650275,145.49455
T20220014651,-37.630246,144.843058
T20220014682,-37.781399,144.754778
T20220014684,-37.84546,144.660572
T20220016368,-37.908536,145.077431
T20220014693,-37.813049,144.951852
T20220015524,-37.798441,145.14345
T20220014920,-37.825832,144.947558
T20220014615,-37.886624,145.040917
T20220021168,-38.139335,145.127426
T20220014662,-37.778032,144.960124
T20220014734,-37.77733,144.830692
T20220014671,-37.923913,145.119968
T20220015845,-37.712824,144.962008
T20220014674,-36.374055,145.400771
T20220014681,-37.873953,143.664943
T20220014737,-37.94693,145.191656
T20220014748,-37.642878,144.946715
T20220016026,-38.119541,144.353675
T20220014661,-37.800831,144.968418
T20220014688,-37.781726,144.959585
T20220014720,-37.955019,145.218748
T20220014653,-37.809239,144.952365
T20220014750,-38.169789,144.388941
T20220015846,-37.956454,145.104074
T20220014700,-37.546497,144.690087
T20220017609,-37.912777,145.084663
T20220014659,-38.079994,145.25813
T20220014708,-37.779187,144.847106
T20220014710,-38.13922,144.288458
T20220014712,-38.146665,145.13595
T20220014713,-37.868488,144.991309
T20220014719,-38.003519,145.210853
T20220015201,-38.122757,144.352517
T20220014721,-37.856317,144.892491
T20220014723,-36.240604,146.629871
T20220014724,-37.808802,144.902554
T20220014725,-37.756251,145.102391
T20220014761,-37.879463,145.165859
T20220014760,-37.683002,145.068911
T20220015268,-37.884057,145.057943
T20220015977,-38.19367,144.342822
T20220017315,-37.557879,143.891948
T20220017959,-37.890874,145.260201
T20220014857,-37.972521,145.23626
T20220014867,-37.883832,144.997285
T20220015000,-38.057393,145.262512
T20220015362,-37.850337,145.19677
T20220015560,-37.826287,145.003392
T20220014728,-37.744926,145.061451
T20220018267,-38.094422,144.334679
T20220014742,-37.807133,144.967344
T20220014743,-37.7424,144.783517
T20220014747,-37.785446,145.162711
T20220015047,-37.827713,145.112825
T20220014763,-37.687008,145.067312
T20220014765,-38.149734,145.149361
T20220014791,-37.810624,145.227317
T20220014770,-38.090888,147.069423
T20220014772,-38.073261,145.20312
T20220014774,-37.902675,145.235428
T20220014776,-37.830968,144.845816
T20220014777,-37.725027,145.025685
T20220014781,-38.182148,144.397865
T20220014783,-38.086038,144.374448
T20220014786,-38.466995,145.961495
T20220014787,-38.003599,145.251007
T20220016255,-37.947632,145.059024
T20220027183,-36.762292,144.284369
T20220014793,-37.752355,144.806047
T20220014756,-38.027497,145.316266
T20220014814,-38.521416,145.542232
T20220014822,-37.740526,144.958515
T20220016187,-38.211622,145.468418
T20220017248,-37.687066,145.067692
T20220014865,-37.971027,145.148489
T20220014808,-37.804562,144.96326
T20220014810,-38.353503,145.19441
T20220015208,-37.90098,144.597056
T20220014813,-37.682309,145.013485
T20220015106,-37.284993,145.131859
T20220014817,-37.798055,147.440017
T20220014795,-38.081102,144.332781
T20220014823,-37.991875,145.215644
T20220014824,-38.055852,145.117529
T20220014825,-37.815022,144.971924
T20220014826,-37.75627,144.927952
T20220014828,-36.833922,143.598778
T20220014829,-37.970915,145.22224
T20220014830,-38.156147,145.170673
T20220015102,-37.865035,145.050257
T20220014836,-37.886627,145.019756
T20220014801,-35.340419,143.544505
T20220014839,-37.840787,145.190299
T20220014845,-38.150898,145.151231
T20220014846,-37.724249,144.752717
T20220014855,-37.798655,144.854214
T20220014804,-37.853163,145.041667
T20220014858,-37.859904,144.969729
T20220014893,-37.809749,144.963299
T20220014807,-38.176653,145.834028
T20220017225,-37.566789,143.857352
T20220015008,-37.899508,145.004313
T20220014869,-37.698893,144.711912
T20220014837,-37.581067,143.640971
T20220014862,-38.208754,145.472447
T20220014863,-37.968626,145.017582
T20220014866,-38.057429,145.474921
T20220014871,-37.7042,145.099223
T20220014873,-37.763048,145.016314
T20220014874,-38.055933,145.622067
T20220014875,-37.570131,145.176036
T20220014878,-37.824944,144.748863
T20220014879,-37.789414,145.180472
T20220014880,-37.898438,145.236846
T20220014881,-38.024376,145.213391
T20220014882,-38.068774,145.483971
T20220014883,-34.260627,142.18031
T20220014884,-37.71969,144.870498
T20220014887,-37.905565,144.696481
T20220014889,-37.547543,145.849421
T20220014891,-37.848439,144.68811
T20220014901,-38.331418,141.593687
T20220014902,-37.935168,145.173053
T20220014903,-37.811338,144.957869
T20220014906,-38.160526,144.3503
T20220014910,-37.945195,145.043238
T20220014942,-37.924518,145.129907
T20220014973,-37.743559,144.735537
T20220015016,-37.900635,145.616924
T20220015209,-36.285934,146.161536
T20220015289,-37.859643,144.977593
T20220015320,-37.821775,144.955393
T20220015519,-38.217603,141.734774
T20220017706,-36.824486,144.250107
T20220019216,-37.832033,144.892543
T20220016418,-36.658861,144.27093
T20220014860,-37.625492,145.038995
T20220014962,-37.754314,145.019517
T20220014921,-37.742581,144.919907
T20220014990,-37.57177,144.909238
T20220021874,-37.929465,145.445742
T20220014926,-37.680191,145.029663
T20220014927,-37.88692,145.088158
T20220015376,-37.692045,144.953214
T20220015540,-37.811897,144.847594
T20220014933,-38.031387,145.268281
T20220014936,-38.161717,144.354158
T20220014937,-37.688652,145.034843
T20220014961,-37.817946,144.965746
T20220021951,-37.827728,145.025859
T20220014940,-37.827238,144.988364
T20220017698,-37.577149,145.634134
T20220014947,-37.811947,145.267926
T20220016706,-37.866071,145.343714
T20220014951,-38.188685,146.238193
T20220014952,-37.020367,145.129778
T20220014956,-37.778855,145.225194
T20220014957,-37.76508,144.921946
T20220014960,-37.793597,144.897474
T20220015115,-37.821189,144.989421
T20220015015,-37.955396,145.347071
T20220014963,-37.82538,144.849108
T20220014966,-36.377638,145.461956
T20220014968,-36.386702,145.399677
T20220015082,-37.672868,145.015758
T20220017354,-37.592758,143.840946
T20220014918,-38.367544,144.914575
T20220014975,-37.844075,145.30006
T20220014977,-38.155809,145.168467
T20220016698,-37.885756,145.284266
T20220014981,-37.995101,145.265367
T20220014984,-37.311878,145.501034
T20220019031,-36.636249,145.130014
T20220014988,-37.825033,144.748861
T20220014917,-37.690089,144.512208
T20220014993,-37.838625,145.271083
T20220014909,-38.035633,145.354175
T20220019533,-37.79648,145.179157
T20220015775,-37.871695,145.244029
T20220015164,-37.934639,145.306337
T20220015156,-37.906326,145.160909
T20220015132,-37.80373,144.895451
T20220015369,-37.778672,144.990767
T20220015028,-37.438067,143.738511
T20220015130,-37.936529,145.061323
T20220019049,-38.083872,144.382182
T20220016700,-37.817232,145.058199
T20220015491,-37.533439,145.719673
T20220015128,-37.712953,145.045996
T20220022955,-38.001317,145.113806
T20220014998,-37.797681,144.970439
T20220015002,-38.119234,145.331224
T20220015006,-38.110084,145.258363
T20220016753,-37.746188,144.613276
T20220015108,-37.867714,144.985325
T20220015029,-37.902808,144.651889
T20220015030,-36.339894,142.225849
T20220015034,-37.825398,144.887337
T20220015038,-37.614443,144.779808
T20220015039,-38.136694,145.294413
T20220015042,-37.985237,145.217493
T20220015012,-36.326149,146.851592
T20220015013,-37.767295,145.300769
T20220015049,-37.622721,145.21852
T20220015056,-38.075422,145.722358
T20220015059,-38.027097,146.734597
T20220015060,-37.855287,144.972334
T20220015062,-36.794688,144.243802
T20220015063,-38.107413,144.145833
T20220015065,-37.90007,145.089138
T20220015067,-38.223175,144.368909
T20220015068,-37.64976,145.003416
T20220015069,-38.052623,145.339653
T20220015071,-37.803889,144.957135
T20220015072,-34.527551,142.367322
T20220015073,-38.067618,145.146819
T20220015074,-37.842205,144.846387
T20220015076,-37.889728,145.082051
T20220015787,-37.826548,144.964516
T20220015195,-38.17744,146.267404
T20220015021,-37.933016,145.099414
T20220015211,-37.923535,145.08256
T20220015014,-37.688552,145.030213
T20220015025,-38.361792,144.883241
T20220015026,-37.4117,144.97067
T20220018302,-37.801515,144.914854
T20220017617,-37.790171,145.171046
T20220015094,-37.980543,145.074416
T20220015096,-37.828191,144.785361
T20220015098,-37.994436,145.175377
T20220015100,-37.7605,145.009397
T20220015112,-37.729288,145.101544
T20220015117,-38.200726,144.311472
T20220015776,-37.887308,145.078153
T20220015120,-37.783707,145.283986
T20220015121,-37.865047,144.988909
T20220015122,-37.623026,145.028785
T20220015123,-37.81421,145.351565
T20220015125,-37.701742,144.77997
T20220015133,-37.930513,145.057309
T20220015136,-37.752406,145.174357
T20220015140,-37.584155,144.912215
T20220015821,-37.834026,144.929907
T20220015150,-37.747512,145.056353
T20220015151,-38.133065,144.33784
T20220015152,-37.92716,145.123385
T20220015153,-37.71869,144.963005
T20220015162,-37.807907,145.069816
T20220015165,-37.912336,144.683836
T20220015930,-35.899075,145.559423
T20220015167,-38.017635,145.178666
T20220015168,-37.829634,145.012685
T20220015169,-38.054908,145.26044
T20220015170,-37.692124,144.950736
T20220015171,-37.779365,144.874299
T20220015172,-37.798505,144.887551
T20220015173,-36.346369,146.300217
T20220015174,-37.784205,144.983073
T20220015175,-38.196711,146.325636
T20220015674,-37.775665,144.8154
T20220015181,-38.242078,144.341921
T20220015184,-37.853157,145.184324
T20220015186,-38.062779,145.242468
T20220015187,-37.708537,144.803776
T20220021099,-38.389447,144.187339
T20220015189,-37.771006,144.979625
T20220016463,-38.062889,145.242447
T20220015196,-37.888504,145.089091
T20220015587,-37.820541,144.764758
T20220016266,-37.818945,145.17596
T20220018464,-37.687589,145.149187
T20220015215,-37.815814,145.046296
T20220015217,-37.896125,144.716862
T20220015223,-36.140471,144.754259
T20220015295,-37.633606,145.233314
T20220020967,-36.892453,145.401251
T20230002686,-37.822269,144.931292
T20220016651,-37.651223,145.088009
T20220016696,-38.231451,144.370073
T20220015148,-37.205056,145.046093
T20220015093,-37.96657,146.975487
T20220015277,-37.71337,144.832269
T20220019213,-36.968159,144.354079
T20220015200,-37.845081,144.790723
T20220015309,-37.705176,144.802081
T20220015205,-37.88681,144.695639
T20220015207,-38.168237,144.37306
T20220015379,-37.783399,145.017384
T20220015485,-38.168502,144.384552
T20220015210,-36.238835,145.465238
T20220018522,-37.74273,144.966348
T20220016088,-37.929418,145.185253
T20220017303,-37.836258,144.798475
T20220015664,-37.52846,143.842428
T20220015584,-37.82773,144.962318
T20220015221,-38.111553,147.066588
T20220016403,-37.789175,144.940026
T20220015814,-37.841938,144.962885
T20220017553,-37.838581,144.847904
T20220015236,-37.759949,144.955672
T20220015446,-37.797862,144.894362
T20220015242,-38.089223,145.490865
T20220015243,-36.107469,147.971192
T20220015244,-38.592932,145.589524
T20220015249,-37.862016,145.169227
T20220015250,-38.115253,145.178312
T20220015252,-37.68556,144.922185
T20220015254,-37.251591,144.455296
T20220015255,-37.325048,144.956893
T20220015256,-38.093789,144.346706
T20220015258,-38.151008,144.365548
T20220015259,-37.93499,145.171614
T20220015261,-38.006294,145.273446
T20220015263,-37.583758,143.854305
T20220017341,-37.736211,144.675529
T20220015313,-38.057468,145.262388
T20220015270,-37.757805,145.0694
T20220015271,-37.898564,145.162491
T20220016533,-37.842169,145.018061
T20220015493,-38.562909,145.957473
T20220018370,-37.881929,145.275287
T20220015992,-37.996667,145.31256
T20220015199,-37.944476,145.022549
T20220015281,-37.741481,144.968696
T20220015282,-37.859784,145.369253
T20220015406,-37.862594,144.974147
T20220015426,-37.899548,145.006387
T20220016176,-38.112693,145.157532
T20220015450,-38.118731,144.332512
T20220015471,-37.452614,144.977117
T20220017699,-37.713397,145.133705
T20220018917,-37.830129,144.997133
T20220015556,-37.455015,144.680411
T20220015563,-37.758165,144.736647
T20220027142,-37.923361,145.233861
T20220015638,-37.954795,145.217897
T20220016120,-37.715324,144.949327
T20220016106,-38.230942,145.093378
T20220021413,-37.824635,147.607341
T20220015266,-37.735648,144.90293
T20220015276,-38.224453,146.423557
T20220015285,-36.580559,146.723385
T20220015286,-37.776163,145.064928
T20220015287,-38.374037,142.47367
T20220015293,-37.977792,145.206579
T20220015297,-37.293783,143.503574
T20220015299,-38.106883,145.139829
T20230000618,-36.854487,145.142218
T20220015302,-36.806112,142.173961
T20220015304,-38.138493,144.336791
T20220015307,-37.880344,144.704595
T20220015311,-37.701718,144.780526
T20220015312,-38.108626,145.162193
T20220015315,-37.988871,145.07009
T20220015323,-38.11928,146.86032
T20220015324,-38.190943,145.094738
T20220015327,-37.812854,145.081446
T20220015329,-37.766569,145.030604
T20220015330,-37.799221,145.118262
T20220015333,-38.00206,145.196946
T20220015335,-37.643796,144.928971
T20220015340,-36.933018,144.752907
T20220015341,-37.807481,145.028883
T20220015343,-37.990111,145.214689
T20220015344,-37.702428,144.882501
T20220015345,-37.61893,144.506608
T20220015346,-37.876811,144.616858
T20220015349,-37.628119,144.913238
T20220015361,-37.81939,144.957106
T20220018768,-37.702501,144.915197
T20220017148,-37.758892,144.702778
T20220015370,-38.509146,145.293858
T20220016284,-37.96765,145.074049
T20220016133,-37.799574,145.289831
T20220015755,-37.674383,145.160263
T20220015739,-38.030806,145.344078
T20220015357,-37.906733,145.000894
T20220015373,-37.743931,144.94381
T20220015374,-37.787459,145.273352
T20220015356,-37.768745,144.864778
T20220015378,-37.773971,144.923685
T20220015355,-36.802638,144.242322
T20220015381,-37.728332,145.382568
T20220015382,-37.853256,145.042404
T20220015383,-36.964354,144.754752
T20220015385,-34.215748,142.017484
T20220015389,-37.760909,144.831721
T20220015390,-37.173171,145.311359
T20220015392,-37.771033,144.886447
T20220015393,-37.866941,145.049896
T20220015394,-38.043257,144.408235
T20220015395,-37.655633,144.927951
T20220015397,-37.770995,144.930653
T20220015403,-37.71683,145.042909
T20220020297,-37.905918,145.142602
T20220015407,-38.117538,144.334857
T20220015504,-38.060879,146.088691
T20220015354,-36.296135,146.705876
T20220016080,-37.562249,144.699068
T20220015417,-36.447007,143.718787
T20220015424,-36.605001,143.94611
T20220015364,-37.841892,145.0157
T20220015359,-37.861005,144.984282
T20230029613,-37.767528,145.462354
T20220016087,-37.758321,144.810538
T20220017428,-37.757681,142.009354
T20220015492,-37.829015,145.058502
T20220015368,-37.94884,145.537781
T20220015435,-37.82883,144.963435
T20220015547,-37.648519,145.025842
T20220016898,-37.903814,144.988421
T20220015366,-38.312238,146.417446
T20220015365,-38.348402,143.192011
T20220015694,-37.8086,144.950786
T20220015897,-38.004299,146.04465
T20220016028,-37.985729,145.157656
T20220015411,-37.582061,143.838941
T20220017565,-38.130468,145.300525
T20220015425,-37.763594,145.166547
T20220015428,-37.709243,144.57388
T20220015430,-37.081244,147.372636
T20220015431,-38.125893,145.334826
T20220015433,-37.807091,144.946968
T20220015434,-37.83484,144.996556
T20220015436,-37.784183,144.968194
T20220015437,-37.824047,144.824049
T20220015438,-37.888751,145.162913
T20220015440,-37.859616,145.006859
T20220015442,-37.750605,145.371658
T20220015444,-34.587892,142.777176
T20220015445,-37.788506,145.017997
T20220015447,-37.944852,145.519735
T20220015451,-37.597352,143.913591
T20220015453,-37.683756,145.013244
T20220015454,-37.732783,144.916803
T20220015456,-37.552545,144.070179
T20220015460,-38.155555,145.167552
T20220015463,-38.083762,143.238305
T20220015469,-37.758334,144.942033
T20220015477,-37.958366,143.623503
T20220016319,-37.703168,145.089827
T20220016274,-37.815923,145.220482
T20220016654,-36.755168,144.274013
T20220015542,-37.951907,146.447141
T20220015672,-38.145718,144.33834
T20220015601,-37.83626,144.973389
T20220015606,-37.769356,144.895391
T20220015822,-37.913169,145.258092
T20220016121,-37.166505,141.597449
T20220015804,-38.426413,146.900965
T20220015529,-37.845687,144.985024
T20220015487,-37.824034,144.988943
T20220015489,-37.727876,144.991804
T20220015522,-37.796516,144.835567
T20220015523,-37.648555,144.990433
T20220017729,-38.242745,144.282537
T20220015553,-37.50732,143.804425
T20220015527,-37.608914,144.940651
T20220015499,-37.708551,144.923668
T20220015530,-37.968174,145.19549
T20220015486,-38.328044,146.399517
T20220015534,-38.045737,145.341066
T20220015535,-37.727597,144.781899
T20220015536,-37.933145,145.156012
T20220015537,-37.77781,145.25126
T20220015481,-37.782219,145.0063
T20220015498,-38.710391,146.083863
T20220015541,-38.110809,144.343332
T20220015495,-38.573764,145.587222
T20220015502,-38.36085,144.898836
T20220015479,-37.752728,145.151767
T20220015476,-34.184397,142.143568
T20220015644,-37.921658,145.343478
T20220015494,-37.90481,145.173576
T20220015505,-37.71332,144.569388
T20220015969,-37.810675,144.955945
T20220015472,-37.833318,145.227379
T20220015467,-37.793121,144.979346
T20220015727,-38.011389,145.309715
T20220015738,-37.415357,145.271615
T20220016144,-38.108136,145.284496
T20220016780,-37.909858,145.141323
T20220015506,-37.797321,144.969025
T20220019896,-38.003114,145.142277
T20220015603,-37.800724,145.155124
T20220015605,-38.127437,141.635617
T20220015570,-37.727858,144.953497
T20220015608,-37.622689,144.883845
T20220015610,-37.987808,145.267939
T20220015613,-37.826449,144.94747
T20220015615,-37.772565,144.923926
T20220015575,-37.826045,144.932043
T20220015634,-37.869324,145.12393
T20220017259,-37.897196,145.005452
T20220015641,-36.984915,147.119646
T20220015539,-37.841013,144.94653
T20220015659,-37.863934,144.778571
T20220015580,-36.076061,145.687216
T20220016099,-38.034313,145.191805
T20220015548,-36.075053,147.970235
T20220015549,-36.896099,144.360098
T20220015551,-37.688744,145.065841
T20220015721,-37.34931,144.544488
T20220015552,-37.546497,144.690087
T20220015557,-37.655162,145.021484
T20220015558,-37.908177,144.987671
T20220022650,-38.028923,145.347125
T20220015569,-37.773497,144.979197
T20220016552,-37.735411,144.903891
T20220015596,-38.0826,144.346543
T20220015598,-37.814686,145.059868
T20220015802,-37.865221,144.77576
T20220015600,-37.854228,145.102698
T20220015860,-38.070473,145.456797
T20220017311,-37.423479,145.422942
T20220015592,-36.311816,144.981283
T20220015663,-37.795665,144.987951
T20220016097,-37.972594,145.236328
T20220015665,-37.982174,145.071351
T20220015666,-34.236394,142.130282
T20220015667,-37.718437,144.880911
T20220015669,-38.094084,145.526654
T20220015986,-37.873013,144.736683
T20220015673,-37.756609,145.359831
T20220016056,-36.758209,144.298301
T20220015675,-37.15339,144.975818
T20220015676,-38.374275,144.85303
T20220015631,-37.869593,145.060866
T20220015680,-37.688572,144.988034
T20220015681,-37.650931,145.041823
T20220015687,-37.915256,145.131283
T20220015690,-37.889045,145.232881
T20220015691,-37.664451,145.005211
T20220015633,-37.898198,145.045149
T20220019924,-37.598586,144.937977
T20220015696,-37.991404,145.210205
T20220015697,-37.817367,145.15046
T20220015698,-37.821931,144.898402
T20220015699,-37.994323,145.204361
T20220015700,-37.715631,145.007997
T20220015963,-37.903698,145.214673
T20220015709,-37.631762,145.018946
T20220016253,-36.392659,145.396936
T20220017592,-37.749912,144.862086
T20220021673,-36.808711,144.249912
T20220015645,-37.749686,144.946398
T20220015646,-37.863442,145.036511
T20220015647,-36.590139,144.548489
T20220015649,-38.030736,145.285974
T20220015758,-37.651039,145.024233
T20220015815,-37.851186,145.125962
T20220015650,-38.214518,145.41046
T20220015781,-37.791074,145.137094
T20220015912,-36.163021,146.218599
T20220016134,-37.798836,144.968758
T20220015654,-37.809085,145.060936
T20220016188,-37.762327,145.166768
T20220015655,-37.69511,145.383904
T20220015656,-37.700043,145.060039
T20220015657,-36.810062,144.240542
T20230002205,-37.725251,144.846732
T20220015837,-37.662752,144.854884
T20220015808,-38.062996,145.242165
T20240003470,-35.917038,145.657181
T20220015661,-37.825002,144.991921
T20220015751,-37.886427,144.718442
T20220015753,-36.437496,142.225612
T20220015720,-37.889888,145.126355
T20220015756,-37.684392,144.882814
T20220016089,-37.830065,144.962025
T20220017226,-37.820479,144.991152
T20220015760,-38.132679,145.295483
T20220015765,-37.97279,145.186005
T20220015767,-38.204252,146.517484
T20220015771,-38.168903,145.932041
T20220015772,-38.140783,144.348286
T20220017820,-37.837017,145.191018
T20220015841,-37.874178,145.007928
T20220015777,-38.038744,145.304741
T20220015778,-37.690436,144.97481
T20220015779,-38.035682,145.246295
T20220015730,-37.723764,144.891029
T20220015731,-38.06474,145.387568
T20220015784,-37.821917,145.217031
T20220015786,-38.479624,145.956635
T20220015732,-37.600548,145.518435
T20220016321,-37.759806,145.069032
T20220015789,-37.69482,145.01142
T20220015792,-38.151133,144.358959
T20220015736,-36.410495,145.431847
T20220015737,-37.893586,145.092072
T20220015827,-37.687008,145.067312
T20220015711,-36.46303,145.998014
T20220015819,-37.79217,144.960166
T20220015745,-36.141337,144.729746
T20220015719,-37.780248,144.85657
T20220015917,-37.732431,144.947081
T20220015749,-37.794358,144.975494
T20220015759,-37.885306,145.261173
T20220016847,-37.624819,145.009225
T20220017168,-37.663751,144.922173
T20220017788,-37.904559,144.655502
T20220021366,-38.233027,145.047096
T20220019207,-37.703082,144.621757
T20220018438,-37.570583,143.936559
T20220017947,-38.018706,145.248543
T20220015805,-37.706389,144.817733
T20220015807,-37.804991,144.99213
T20220015810,-38.112688,145.157497
T20220015828,-38.189271,144.327618
T20220015831,-36.547562,146.961889
T20220015835,-37.868505,145.082215
T20220015836,-37.708871,144.886033
T20220015840,-37.792781,145.142686
T20220015844,-37.829679,145.057017
T20220015850,-37.750684,145.044795
T20220015852,-37.839216,144.993376
T20220015854,-38.072903,145.2008
T20220015855,-37.83017,144.949593
T20220015856,-37.850162,145.018887
T20220015857,-37.485694,144.58998
T20220015859,-36.681921,144.222614
T20220015862,-37.683234,144.927728
T20220015864,-36.703591,144.291857
T20220015868,-36.234187,144.752931
T20220015869,-37.738205,144.82232
T20220015871,-37.819902,145.175797
T20220015873,-37.823736,145.296601
T20220015875,-38.472278,145.187447
T20220015876,-37.481007,149.557858
T20220015877,-37.982016,145.446986
T20220015878,-36.169523,146.911778
T20220015910,-37.849867,144.962462
T20220015921,-37.969215,145.207972
T20220015989,-37.761373,144.820669
T20220016030,-38.021331,144.376457
T20220016085,-38.045793,145.128748
T20220018053,-37.77052,144.905208
T20220016231,-37.934273,145.165807
T20220016296,-37.840184,144.994256
T20220016414,-37.665608,144.966103
T20220016781,-37.820143,145.013923
T20220015940,-37.751542,144.8328
T20220016059,-37.17839,145.237069
T20220016643,-37.862316,145.21455
T20220015916,-36.215041,147.730522
T20220016668,-37.625229,144.778447
T20220015882,-37.789425,144.989003
T20220015920,-34.125696,141.989304
T20220015884,-38.591898,146.765027
T20220015913,-38.003159,145.207926
T20220015924,-36.486159,146.570416
T20220015925,-37.812871,144.962527
T20220015927,-37.77449,144.990353
T20220015929,-37.766021,145.024595
T20220016064,-37.853549,145.044837
T20220015932,-38.149924,146.461614
T20220015934,-38.027442,145.270026
T20220015935,-37.81601,144.972382
T20220017228,-38.238915,145.065911
T20230013182,-37.780536,144.914686
T20220015907,-37.812554,145.139856
T20220015936,-37.825453,144.941835
T20220015937,-37.585439,144.71605
T20220015939,-36.374248,145.395201
T20220015915,-37.76995,144.773276
T20220015941,-37.825647,144.966709
T20220015942,-37.828563,144.949116
T20220015944,-36.615174,145.548604
T20220015945,-35.76217,143.730171
T20220019236,-36.758417,144.268039
T20220015950,-37.663828,144.92216
T20220015952,-38.376205,142.480318
T20220019266,-37.471751,144.957629
T20220015904,-37.865222,145.051134
T20220016362,-37.959844,145.372358
T20220015888,-38.123161,144.352801
T20220016034,-37.644616,145.026318
T20220015964,-36.581098,146.405157
T20220016051,-38.19557,145.133533
T20220015906,-37.942031,145.001662
T20220015953,-37.739763,144.950906
T20220016252,-37.583065,145.375899
T20220016359,-38.003538,145.084398
T20230006250,-37.865048,144.69681
T20220015979,-38.175463,146.279433
T20220015981,-37.909288,145.215951
T20220015949,-37.872089,145.166967
T20220015970,-35.337101,143.559122
T20220015956,-37.966972,145.235004
T20220015959,-37.643384,143.88608
T20220015960,-37.726194,144.850803
T20220016091,-37.963182,145.171098
T20220015965,-37.819584,144.95643
T20220016104,-37.909501,145.354181
T20220017661,-38.033717,144.092691
T20220015975,-37.829466,145.128207
T20220015976,-37.090421,143.474385
T20220015990,-38.000009,145.29344
T20220015995,-37.06433,146.104444
T20230007565,-37.876731,145.030823
T20220015999,-38.073493,145.356865
T20220016000,-37.844022,144.845668
T20220016004,-37.820407,145.098325
T20220016062,-36.931293,145.924462
T20220017171,-37.986059,145.214229
T20220016076,-37.778187,145.057126
T20220016029,-37.993629,145.25419
T20220016031,-37.748418,144.861881
T20220017745,-37.78951,144.979964
T20220016037,-37.734395,145.013685
T20220016115,-38.02644,144.428993
T20220016045,-37.811589,145.23071
