ACCIDENT_NO,LATITUDE,LONGITUDE
T20220005626,-37.768574,144.768094
T20220005623,-37.960392,145.118783
T20220006338,-37.531907,148.24864
T20220005592,-38.388614,144.888482
T20220005590,-37.76152,145.311881
T20220005589,-37.68439,145.475802
T20220005588,-37.832736,145.268162
T20220005585,-37.742155,144.802145
T20220005675,-37.787459,144.921309
T20220005578,-37.755109,144.993913
T20220005574,-37.702308,145.212194
T20220005572,-38.111559,144.349801
T20220005570,-37.695315,144.607646
T20220005568,-37.720242,144.960079
T20220005566,-37.28398,145.07357
T20220005565,-37.982169,145.184847
T20220005853,-37.787459,144.921309
T20220005986,-37.716071,145.041582
T20220005620,-37.792552,144.958455
T20220006243,-38.403267,144.031471
T20220006579,-37.753181,145.696464
T20220007616,-37.674639,143.829988
T20220006117,-38.376598,144.889108
T20220005619,-37.685576,145.037579
T20220005642,-38.368271,144.856784
T20220006017,-37.135534,145.972757
T20220008665,-37.99747,144.363482
T20220005635,-36.759263,144.313162
T20220007091,-37.285057,142.92977
T20220005640,-37.080636,146.08176
T20220021289,-37.649988,145.005373
T20220005899,-37.56855,143.860617
T20220005577,-38.635837,145.727764
T20220007194,-37.798544,145.030321
T20220005900,-36.140858,144.771347
T20220005902,-37.752589,144.833137
T20220005827,-37.36171,145.040687
T20220005940,-37.436859,144.981673
T20220005560,-37.737637,144.77145
T20220005631,-37.995131,146.836408
T20220005954,-37.823222,144.98908
T20220005556,-37.801508,144.603571
T20220005617,-37.039706,145.180198
T20220005611,-37.787905,144.952928
T20220005607,-37.871087,145.223899
T20220006095,-36.736199,145.928372
T20220005604,-37.636182,144.891366
T20220005600,-38.184002,144.539098
T20220005584,-37.897582,145.242916
T20220007459,-37.280234,145.548531
T20220005840,-38.622121,146.555675
T20220006610,-37.7054,148.461554
T20220006588,-37.929587,145.232867
T20220007030,-37.913521,145.272311
T20220005936,-38.288034,146.51559
T20220005931,-38.101977,145.319448
T20220006438,-38.061398,145.119742
T20220005729,-38.762328,143.491163
T20220005706,-36.734848,144.686534
T20220005696,-37.811565,144.895884
T20220007874,-38.020956,145.239106
T20220007271,-38.082425,145.580733
T20220005688,-37.821263,144.96727
T20220005811,-37.952013,146.44572
T20220006092,-37.65153,148.478851
T20220005685,-38.566315,145.899368
T20220005683,-37.674985,144.586716
T20220005633,-38.024921,145.248143
T20220005680,-37.66111,145.033298
T20220005677,-37.760978,144.96317
T20220005673,-38.418386,145.786619
T20220005668,-37.817555,144.990013
T20220005665,-37.815814,145.046296
T20220005664,-38.085704,144.374646
T20220005662,-38.627784,145.808653
T20220007571,-37.835039,145.172633
T20220005660,-37.812736,144.956886
T20220005652,-38.75782,143.668416
T20220005651,-37.544476,144.987116
T20220005647,-37.730064,145.015963
T20220005629,-37.869222,147.998157
T20220005628,-38.334313,145.615635
T20220005907,-37.531632,145.614655
T20220005627,-37.991125,145.220391
T20220005624,-37.840474,144.986091
T20220005755,-37.73027,144.96377
T20220006088,-37.62256,144.163104
T20220005738,-37.707442,144.968701
T20220005761,-38.268139,146.216141
T20220005991,-38.114247,146.534432
T20220005764,-37.570094,144.896972
T20220005909,-38.031492,145.262282
T20220005747,-37.558743,145.873579
T20220005739,-37.703106,144.977014
T20220005715,-37.881207,147.656868
T20220005719,-37.878289,144.977273
T20220005743,-37.587245,144.687181
T20220005721,-38.104979,147.073691
T20220005766,-37.751072,143.036807
T20220006332,-37.445479,144.324651
T20220005772,-38.181918,145.887889
T20220005724,-37.916739,145.143103
T20220005779,-36.31448,145.040745
T20220005742,-37.751681,144.808167
T20220005812,-37.148248,145.119346
T20220005746,-34.708624,143.059197
T20220005735,-38.109475,145.161342
T20220005736,-37.793682,145.297418
T20220005750,-37.683448,145.45679
T20220005870,-37.742618,144.978196
T20220005781,-38.080363,145.278491
T20220007118,-37.863956,147.972376
T20220006105,-38.31625,143.937522
T20220005844,-38.314137,146.432146
T20220005693,-36.820506,144.208643
T20220005839,-37.73927,145.015721
T20220005838,-37.684954,144.917629
T20220006125,-37.909777,144.768248
T20220007163,-37.959629,145.112749
T20220005836,-37.743397,145.036745
T20220005895,-37.59721,144.942939
T20220005822,-37.970326,145.217301
T20220005883,-37.917748,145.235139
T20220011254,-37.852577,144.729754
T20220005851,-37.777681,145.164007
T20220005816,-37.853633,145.006421
T20220005882,-37.757893,145.118536
T20220005817,-37.717462,144.699761
T20220005984,-37.683992,144.957261
T20220005880,-37.926601,145.004548
T20220005879,-37.802823,145.315306
T20220005818,-37.823895,144.998252
T20220005848,-37.763687,144.739387
T20220005927,-37.63983,144.92391
T20220005847,-37.922384,145.35675
T20220006058,-38.184697,145.097031
T20220005875,-37.968771,145.196735
T20220005859,-37.864125,145.000441
T20220005790,-37.553467,143.900162
T20220005874,-37.851178,145.02664
T20220005791,-37.759211,145.052561
T20220005846,-38.365575,142.45943
T20220005792,-36.256153,144.777505
T20220005866,-37.926237,145.028189
T20220005860,-36.055813,144.576208
T20220005835,-38.412313,145.69883
T20220005833,-36.768687,144.339231
T20220005826,-37.802145,145.304373
T20220005819,-36.754003,144.220147
T20220005824,-37.683992,144.957261
T20220010629,-38.069081,145.471503
T20220005868,-37.769731,144.830083
T20220005794,-37.874075,145.035962
T20220005820,-38.13028,145.323804
T20220005798,-38.045087,145.341194
T20220005809,-38.268602,145.035848
T20220005815,-36.038368,145.33189
T20220005789,-37.545911,143.894314
T20220005785,-37.997861,145.224395
T20220005843,-38.081786,143.402356
T20220005950,-37.777077,144.773843
T20220005963,-38.088213,147.086002
T20220005962,-38.715292,146.100694
T20220005961,-37.694163,145.260848
T20220005960,-37.857747,144.992139
T20220006460,-37.833782,144.919203
T20220006595,-37.797165,145.290346
T20220005938,-37.703029,144.922367
T20220005935,-37.667666,144.961141
T20220005932,-37.933148,145.15674
T20220014431,-37.824631,144.875605
T20220005929,-37.797824,143.670813
T20220005925,-37.946403,145.022186
T20220005923,-37.863807,144.6664
T20220005919,-37.800988,144.80125
T20220006112,-38.195545,145.149053
T20220006335,-37.636276,144.727851
T20220006123,-38.193108,145.350462
T20220006136,-37.687095,144.957953
T20220012004,-37.688096,145.07997
T20220006922,-36.828276,144.066269
T20220006004,-37.569751,144.948024
T20220006158,-37.792263,144.968367
T20220006012,-37.817709,144.96656
T20220005918,-38.143934,145.825551
T20220005915,-37.93059,145.186241
T20220005914,-37.757918,145.053729
T20220005911,-36.785555,144.265481
T20220005910,-37.81823,144.950512
T20220005906,-38.291804,142.357116
T20220005904,-38.019905,145.09745
T20220005901,-37.746391,145.047027
T20220006386,-38.038557,145.10903
T20220006401,-38.058471,145.325193
T20220006751,-37.814523,144.973658
T20220007945,-37.93298,145.209389
T20220006040,-37.67408,145.070533
T20220005976,-37.689644,144.577594
T20220005974,-38.043177,145.141803
T20220005972,-37.827351,145.247127
T20220006022,-37.864197,145.023215
T20220006023,-34.16106,142.049339
T20220006024,-37.836809,145.005433
T20220006025,-37.292637,149.216299
T20220006026,-37.27605,143.515664
T20220006434,-37.814312,144.694458
T20220006048,-37.694992,144.961342
T20220006053,-37.734324,144.756568
T20220007556,-37.691907,144.958202
T20220007551,-37.733618,144.910025
T20220006021,-37.550364,143.852921
T20220006033,-37.809204,144.98307
T20220006073,-37.795169,144.949155
T20220006302,-38.053894,145.411366
T20220006018,-38.234232,146.406574
T20220006353,-37.840461,144.794361
T20220007169,-37.995027,145.237526
T20220006027,-36.566223,146.718865
T20220006028,-37.618016,145.189539
T20220006029,-37.36316,144.517755
T20220006081,-37.619205,144.918218
T20220006031,-36.140779,146.889389
T20220005987,-37.84994,144.993374
T20220006036,-37.948876,145.537815
T20220006038,-37.599232,144.930003
T20220006039,-38.003908,145.089651
T20220006041,-37.975452,145.111171
T20220006045,-37.956046,145.202203
T20220006046,-37.804482,144.934715
T20220006047,-37.838678,145.270964
T20220006773,-38.200203,145.357395
T20220025390,-37.861886,145.024556
T20220005983,-37.905702,145.156536
T20220005978,-36.378914,146.320845
T20220006477,-38.17896,146.550531
T20220005980,-37.539778,143.781177
T20220010650,-37.811196,145.069178
T20220006466,-36.124338,146.896319
T20220005982,-38.378837,142.515105
T20220006587,-37.996087,145.247634
T20220007853,-37.872943,144.73711
T20220008214,-37.811126,145.006284
T20220006086,-37.795627,144.952396
T20220008918,-37.706045,144.860691
T20220005990,-37.910733,145.043016
T20220005993,-38.102497,145.196875
T20220005994,-37.957305,145.22218
T20220005998,-37.876496,145.147578
T20220006000,-37.788716,142.958057
T20220006002,-38.179407,144.423414
T20220006011,-38.156166,145.940556
T20220006015,-37.015629,144.241609
T20220006187,-37.297886,146.094269
T20220006110,-37.706277,144.916141
T20220006122,-36.123721,146.882286
T20220006144,-36.831985,145.394919
T20220006249,-36.758373,144.287376
T20220006309,-38.137574,145.136783
T20220008768,-37.962168,145.206297
T20220006148,-35.742538,144.179938
T20220006121,-38.398389,142.956129
T20220006183,-37.432185,144.350999
T20220006090,-38.497299,144.008517
T20220008070,-38.170026,144.31422
T20220006101,-38.207127,144.506161
T20220006623,-37.783762,145.015019
T20220006469,-38.385203,142.588147
T20220006150,-37.90661,145.34392
T20220007006,-38.153281,145.960837
T20220006142,-37.811716,144.936103
T20220006063,-37.891833,144.68022
T20220006137,-36.439907,146.360611
T20220020135,-38.080807,144.332589
T20220007583,-38.256102,145.035754
T20220006100,-37.882795,145.111249
T20220006924,-37.694629,144.569071
T20220006099,-37.819683,145.010007
T20220006102,-37.807724,144.973222
T20220006153,-37.609922,145.494044
T20220007646,-37.861629,145.212429
T20220006098,-38.196891,144.318699
T20220007268,-38.347474,142.425621
T20220006084,-37.850014,144.779815
T20220006238,-37.981841,142.594485
T20220006055,-37.59721,144.942939
T20220006124,-36.234322,145.067839
T20220009444,-37.8127,144.936431
T20220007764,-38.230663,145.043529
T20220006138,-37.888595,145.072052
T20220013683,-37.879596,145.069759
T20220006464,-37.825729,144.830776
T20220006109,-37.694618,144.920393
T20220007138,-38.113327,145.284708
T20220014237,-37.722801,145.136638
T20220006075,-38.210304,145.377289
T20220006173,-37.752746,145.050358
T20220006196,-37.236135,149.26914
T20220006756,-37.25472,144.6739
T20220006167,-37.565904,143.854019
T20220006166,-37.846505,145.061128
T20220006162,-37.67185,145.233173
T20220009142,-37.800538,144.887858
T20220016332,-37.751222,145.046049
T20220006195,-37.7549,144.739785
T20220006796,-37.762774,144.96286
T20220006272,-37.526628,143.824994
T20220006228,-37.570035,144.896968
T20220006227,-37.93258,145.151357
T20220006208,-37.831986,144.928681
T20220006204,-38.087206,146.200215
T20220006207,-38.003636,145.252701
T20220006942,-37.879688,144.70483
T20220006180,-37.776163,144.82039
T20220008319,-37.979737,145.143058
T20220006181,-38.382907,142.490305
T20220006206,-37.697048,144.972647
T20220006182,-38.361629,144.88381
T20220006169,-38.198874,146.534966
T20220006261,-37.768648,144.889289
T20220008360,-37.798819,144.803464
T20220010620,-37.008787,147.081023
T20220006184,-37.865679,144.993872
T20220006253,-37.818352,145.316835
T20220006192,-38.153651,145.133862
T20220006201,-38.113062,145.282784
T20220006226,-37.922425,145.139756
T20220007298,-37.960451,145.121159
T20220006213,-38.074714,145.434946
T20220006219,-37.8794,144.707115
T20220006202,-37.742334,144.782915
T20220006210,-37.896037,145.278107
T20220006179,-37.736004,144.965096
T20220006198,-38.353086,146.714971
T20220006670,-34.214593,142.166559
T20220006174,-36.391626,146.336448
T20220006203,-38.106047,144.351276
T20220006220,-37.868453,144.991032
T20220006494,-37.810427,144.750829
T20220006218,-36.763218,144.280397
T20220006265,-36.550733,146.727023
T20220006224,-38.064301,145.464122
T20220006225,-38.445807,146.024089
T20220006212,-37.827635,144.947157
T20220006217,-37.809854,144.966749
T20220006216,-37.859485,145.150786
T20220018558,-37.956786,145.046529
T20220006281,-37.815425,145.102748
T20220006252,-37.997321,145.161279
T20220006282,-37.927311,145.000419
T20220007109,-37.803383,144.964967
T20220006248,-38.110704,145.132116
T20220007457,-37.018029,146.887218
T20220006294,-37.95086,145.152553
T20220006298,-38.171841,144.312972
T20220006254,-37.824944,144.748863
T20220008384,-37.807994,144.979105
T20220006319,-36.315382,146.368588
T20220006330,-36.708739,146.806532
T20220012038,-37.882335,145.165318
T20220006313,-38.112688,145.157497
T20220006317,-37.456007,143.963449
T20220012368,-37.002083,144.249046
T20220006651,-38.194905,144.342553
T20220006244,-38.113035,145.282785
T20220006635,-37.837711,146.252676
T20220006746,-37.933284,145.155667
T20220006236,-37.88668,145.265606
T20220006232,-37.807993,145.047847
T20220006780,-37.88894,145.287725
T20220006271,-38.147414,144.352626
T20220006250,-38.0686,145.471419
T20220010682,-38.22452,145.175061
T20220006257,-37.809317,145.34411
T20220006273,-37.966597,145.205472
T20220006277,-37.681613,144.985038
T20220006279,-37.787459,144.921309
T20220006242,-37.6534,144.739735
T20220006245,-37.531116,145.461716
T20220006676,-37.592939,143.825019
T20220006266,-37.85157,144.956394
T20220006267,-38.224764,144.635363
T20220006280,-37.606556,144.928587
T20220006308,-38.404955,144.191912
T20220006316,-37.843789,145.031539
T20220006318,-37.815388,144.656854
T20220006324,-37.851991,144.779341
T20220006325,-38.158593,145.949512
T20220006326,-37.809378,145.065645
T20220006340,-37.975066,145.121774
T20220006342,-37.677297,145.052503
T20220006346,-37.687563,144.567403
T20220006347,-38.076606,145.23009
T20220008173,-37.811433,145.193236
T20220006349,-37.737691,144.966263
T20220006354,-37.815493,144.96654
T20220006356,-37.640065,145.021281
T20220006357,-37.617281,145.015407
T20220006358,-37.982098,145.184272
T20220006360,-37.6161,144.913373
T20220006361,-37.853429,144.980496
T20220009396,-36.759314,144.279098
T20220006966,-37.794406,145.319772
T20220006362,-34.189388,142.157191
T20220006363,-37.814999,145.316488
T20220006364,-36.103797,146.896905
T20220006367,-37.767487,144.814143
T20220006371,-38.117124,145.194043
T20220006391,-38.01419,145.290148
T20220006431,-37.619025,144.927824
T20220006461,-36.172395,146.871674
T20220006513,-38.229754,145.037565
T20220006560,-37.729444,144.81411
T20220006565,-37.777718,145.018338
T20220006578,-36.503794,145.098661
T20220006677,-37.818409,144.960679
T20220006749,-37.748602,144.694521
T20220007391,-37.833657,145.036322
T20220009206,-37.989295,145.209086
T20220006293,-37.73782,145.002482
T20220007580,-38.181091,144.347912
T20220006296,-38.284692,145.127195
T20220006303,-38.296796,141.479555
T20220006306,-37.881703,145.050083
T20220006389,-37.786452,145.105557
T20220008105,-37.818955,144.932496
T20220006495,-36.616054,144.502201
T20220006457,-37.778598,144.973664
T20220006409,-37.812529,145.507419
T20220006406,-38.218704,146.553075
T20220006381,-37.863668,145.093236
T20220008078,-37.763435,144.955425
T20220006453,-37.793802,145.291002
T20220006402,-37.186959,148.727554
T20220006398,-37.861636,145.022613
T20220007311,-37.978528,145.06815
T20220006382,-37.797391,144.969663
T20220006380,-37.800164,144.987186
T20220006397,-38.078473,145.684296
T20220006396,-37.692087,144.951883
T20220007677,-37.882818,144.988074
T20220006487,-37.717905,144.981322
T20220006379,-37.877759,147.985023
T20220006428,-38.081669,144.353142
T20220009450,-37.751511,144.930695
T20220006448,-37.85305,144.981671
T20220006711,-37.73152,144.942221
T20220006387,-37.536373,143.858836
T20220006447,-38.731529,143.253528
T20220006445,-38.038674,144.412683
T20220006423,-38.012349,146.373131
T20220006420,-37.866122,144.973917
T20220006470,-37.735608,144.882178
T20220006378,-37.886371,144.662553
T20220006456,-37.744932,144.977714
T20220006417,-38.062641,145.932663
T20220006449,-38.089917,145.463827
T20220006416,-37.89514,145.087799
T20220010181,-38.098849,144.345703
T20220006435,-37.721034,145.204406
T20220006502,-37.783492,144.985562
T20220008785,-38.099493,145.172881
T20220006799,-38.077422,145.434749
T20220006411,-37.767445,144.98111
T20220006426,-37.827327,144.962542
T20220009987,-36.749616,144.290876
T20220008703,-37.734277,144.889726
T20220006671,-37.937784,145.073778
T20220006384,-37.95033,145.058508
T20220006452,-37.878155,145.047347
T20220007106,-37.832152,145.06365
T20220006432,-37.767134,145.199369
T20220006441,-37.819009,144.946682
T20220006765,-38.050434,145.257606
T20220006483,-37.812282,144.962257
T20220006550,-37.833658,144.85399
T20220006486,-37.361861,144.548896
T20220006484,-37.923943,145.142157
T20220006605,-37.825908,144.967811
T20220006546,-37.686773,145.142941
T20220006478,-37.655162,145.021484
T20220006544,-37.825651,144.837817
T20220006541,-38.202572,146.524311
T20220006540,-37.974843,145.072757
T20220006602,-37.762943,144.999872
T20220006474,-38.226075,144.541919
T20220006531,-37.771709,145.019347
T20220006530,-37.931855,145.099638
T20220006472,-36.705155,144.316158
T20220007152,-37.816582,144.962801
T20220006514,-36.711748,142.196187
T20220006528,-37.747821,144.836445
T20220006485,-38.207283,144.359172
T20220006523,-38.101966,145.317001
T20220006584,-36.124418,144.748213
T20220006520,-38.101445,145.170853
T20220008782,-37.90198,145.149178
T20220006481,-37.811287,145.037464
T20220006583,-37.743043,144.800755
T20220006526,-37.710108,144.74075
T20220006465,-37.283675,142.931597
T20220006489,-37.627048,144.993955
T20220015568,-37.82736,144.962281
T20220006496,-37.712818,144.989322
T20220006573,-37.999074,145.28384
T20220006562,-36.57265,147.78195
T20220006488,-36.735708,143.913623
T20220006533,-37.737224,142.034189
T20220006862,-37.760657,145.051086
T20220006572,-37.752138,145.367861
T20220012422,-37.995248,145.240155
T20220006491,-36.547756,145.981934
T20220006552,-37.695755,144.900292
T20220006482,-36.310767,145.277497
T20220006480,-38.118994,144.343
T20220006840,-37.82662,144.988484
T20220006843,-38.07231,145.194504
T20220006551,-38.150377,145.119854
T20220006479,-37.595859,143.841003
T20220007366,-37.762839,145.161566
T20220006618,-37.826773,144.820087
T20220007350,-38.197492,144.65009
T20220006616,-38.298333,145.145597
T20220006611,-37.094028,145.198988
T20220006609,-37.581324,143.732307
T20220006987,-37.823261,144.970337
T20220006608,-38.073234,145.203689
T20220006622,-38.374581,144.908416
T20220006601,-36.306766,145.049612
T20220006598,-37.826246,144.964781
T20220006597,-36.378531,145.29554
T20220006591,-37.987818,145.027567
T20220006580,-37.77052,144.905208
T20220006577,-34.230929,142.083118
T20220006649,-38.028348,145.322016
T20220006967,-37.82586,144.932651
T20220006559,-37.770296,144.794368
T20220006800,-37.973256,144.348934
T20220008314,-37.650818,143.826036
T20220006683,-38.065054,145.297255
T20220006554,-37.84006,144.79522
T20220007736,-38.025356,145.305139
T20220006793,-37.866531,145.018736
T20220006648,-36.700463,144.310633
T20220006646,-36.136466,146.969659
T20220006644,-37.995929,145.267907
T20220008984,-38.214847,144.30977
T20220006639,-37.689638,144.958006
T20220006634,-37.686901,145.025856
T20220007358,-37.69255,144.744112
T20220006604,-37.857082,145.285927
T20220007586,-37.644707,144.957064
T20220006633,-37.702302,145.065151
T20220006626,-37.730662,144.874745
T20220006625,-37.211749,145.232601
T20220008815,-38.11196,145.274742
T20220006620,-37.703867,144.890379
T20220006621,-37.705705,145.180964
T20220010237,-37.885162,145.099481
T20220006699,-37.772481,144.77445
T20220006758,-37.795268,144.824769
T20220006733,-37.555281,143.813149
T20220006725,-38.092846,145.281079
T20220006953,-37.94153,145.126154
T20220007137,-38.113035,145.282785
T20220006724,-37.60777,144.840259
T20220006722,-37.669302,144.955054
T20220006720,-37.930773,145.003763
T20220006692,-37.805764,144.977205
T20220006719,-37.838265,145.155817
T20220006690,-37.06639,144.604586
T20220006687,-37.767664,144.972393
T20220006742,-37.752832,145.006391
T20220006686,-37.793047,144.975715
T20220006684,-36.720512,144.682736
T20220007111,-36.359794,146.686644
T20220006678,-37.956654,145.104
T20220006675,-38.184506,144.541322
T20220006673,-38.163315,145.136207
T20220006718,-37.668514,145.062119
T20220006668,-37.648365,143.682257
T20220006667,-37.797159,144.967558
T20220006662,-37.794592,144.993919
T20220006717,-37.746188,144.613276
T20220006660,-36.313522,145.046354
T20220006656,-34.171525,142.077356
T20220006654,-37.078809,145.10255
T20220006650,-37.990766,145.042731
T20220007236,-37.756091,145.343179
T20220007011,-37.672599,145.015291
T20220007594,-38.205865,144.340345
T20220006714,-37.834139,144.929327
T20220006712,-37.78143,145.613268
T20220009541,-37.713024,144.573126
T20220005529,-37.7279,144.794225
T20220007903,-37.719745,145.045148
T20220007074,-38.367378,144.866537
T20220006874,-37.894816,145.08786
T20220009829,-37.843191,144.65165
T20220006707,-37.986311,145.054599
T20220008494,-38.386403,142.509939
T20220006702,-37.753334,145.051913
T20220007862,-38.191321,146.515147
T20220006701,-38.167509,144.319718
T20220007009,-38.296689,146.525743
T20220006872,-37.767244,145.037797
T20220006917,-37.81529,144.974867
T20220006739,-37.871958,144.74309
T20220021038,-37.68529,144.462861
T20220023373,-38.10254,145.322285
T20220006735,-38.197088,144.398179
T20220006693,-37.658955,145.251081
T20220007266,-37.751307,143.741028
T20220006726,-38.077808,145.273564
T20220007221,-37.786374,144.939586
T20220007288,-37.868455,145.031436
T20220006727,-37.677034,144.884477
T20220006811,-37.56932,144.683536
T20220006731,-37.799652,144.955034
T20220020725,-37.77021,144.774751
T20220006736,-37.550258,143.85201
T20220006814,-37.825693,144.997991
T20220006815,-36.612619,145.906062
T20220006737,-38.083129,145.283203
T20220008708,-37.733102,144.919605
T20220008160,-37.876266,145.284685
T20220006826,-37.784555,145.062378
T20220006798,-38.192653,145.513642
T20220006951,-37.425414,144.946133
T20220006954,-37.815707,145.105094
T20220006741,-37.968991,145.236377
T20220006860,-37.854704,144.99283
T20220007220,-37.831179,144.962539
T20220009804,-37.826038,144.960261
T20220006801,-38.077695,145.239726
T20220006750,-37.840216,145.202697
T20220006753,-38.110245,145.253377
T20220006754,-37.718067,144.95171
T20220006755,-38.119789,144.355534
T20220012289,-37.780305,144.796377
T20220006757,-37.737082,144.995069
T20220006759,-37.543626,144.905071
T20220006761,-37.786559,144.852502
T20220006803,-37.993489,145.254236
T20220006762,-37.634394,145.018918
T20220006763,-36.278013,145.431819
T20220009654,-37.982232,145.245096
T20220006766,-37.985123,145.216506
T20220006768,-36.599123,144.199516
T20220009061,-37.895304,145.267986
T20220006770,-37.828919,144.91813
T20220006772,-37.795076,144.862802
T20220006806,-38.115548,145.333858
T20220006774,-37.099044,145.461501
T20220006777,-37.896056,145.087627
T20220006807,-37.68635,144.567788
T20220006778,-38.179972,145.185515
T20220006785,-38.342648,146.203436
T20220006788,-37.562841,145.312518
T20220006790,-38.072022,145.315734
T20220006794,-37.683792,144.401084
T20220006808,-37.847721,144.979732
T20220006809,-38.290005,146.099843
T20220007142,-37.224298,146.176277
T20220006827,-35.052082,143.327509
T20220006836,-37.745639,145.006199
T20220008734,-36.640907,141.510296
T20220006838,-37.807911,145.187997
T20220006842,-37.784658,144.792883
T20220006873,-38.331676,145.71487
T20220006876,-38.616946,145.662957
T20220006878,-38.171375,144.394662
T20220006879,-37.793292,145.03519
T20220007099,-38.106248,146.896475
T20220006845,-38.054908,145.26044
T20220007096,-37.710098,145.850031
T20220007000,-37.790449,144.979804
T20220006881,-38.212781,144.183175
T20220006882,-37.769839,145.003141
T20220006939,-37.864631,144.985873
T20220006886,-38.022369,146.495011
T20220006887,-37.780307,145.531405
T20220006888,-37.866728,144.777051
T20220006889,-37.847658,145.001252
T20220006896,-37.551172,144.943904
T20220006897,-38.164646,144.373659
T20220006899,-37.992152,145.163111
T20220006847,-37.888634,145.262863
T20220006904,-37.892855,145.088248
T20220006909,-35.953565,147.427759
T20220006848,-37.731406,145.005348
T20220008182,-37.815146,144.941228
T20220007448,-38.165421,145.137065
T20220007086,-36.108319,146.901542
T20220007113,-37.646679,145.36717
T20220007127,-37.929569,144.635868
T20220007495,-37.808157,145.251797
T20220007075,-37.603616,144.91703
T20220014643,-37.859244,144.983704
T20220006910,-37.540484,144.945619
T20220006850,-38.086351,144.350766
T20220006858,-37.230731,144.416315
T20220006863,-36.413596,146.698
T20220006866,-37.83253,145.213352
T20220007059,-37.826576,145.102824
T20220010242,-37.557329,143.855476
T20220006968,-36.899279,147.022667
T20220006978,-37.877203,145.084418
T20220006823,-37.815586,145.225158
T20220006824,-37.917629,145.334461
T20220006825,-37.356702,144.527526
T20220006834,-37.732293,144.945799
T20220006952,-37.61297,145.136956
T20220006970,-36.605676,145.161988
T20220006971,-36.313521,145.044278
T20220007318,-38.225401,144.326569
T20220006972,-37.714772,144.584871
T20220006914,-35.407767,143.541757
T20220006916,-34.62951,142.843345
T20220006902,-37.935352,145.052766
T20220006923,-38.374926,141.581451
T20220006947,-37.850012,145.132722
T20220006948,-37.70394,145.000355
T20220006959,-38.091366,145.471088
T20220009982,-38.203795,146.452777
T20220006985,-37.943655,145.474497
T20220008095,-37.805423,144.97402
T20220007046,-35.334978,143.558413
T20220006973,-37.829544,144.963777
T20220010154,-37.601493,144.903785
T20220006949,-37.953669,145.005167
T20220006974,-38.123193,144.353011
T20220006988,-38.051502,145.374673
T20220007032,-38.238413,146.396419
T20220006977,-37.710061,144.771017
T20220006976,-38.107476,145.237566
T20220014929,-36.71765,144.250908
T20220007219,-38.098436,145.128431
T20220007333,-37.817731,144.738714
T20220007182,-38.00166,145.274339
T20220008108,-38.10083,145.17136
T20220007814,-38.358225,144.895852
T20220007189,-37.925506,145.026839
T20220006929,-37.772799,144.886155
T20220006955,-37.60625,145.144651
T20220006928,-36.644259,144.260286
T20220007346,-37.759677,145.068971
T20220009850,-37.765686,144.746495
T20220006957,-38.230732,145.092567
T20220007081,-37.815585,145.177728
T20220011647,-38.432921,143.188179
T20220006958,-37.413406,144.982328
T20220006931,-36.364981,146.319105
T20220006979,-37.725824,145.123933
T20220006983,-38.069651,145.41287
T20220007759,-37.730941,144.744829
T20220006912,-37.823817,145.045482
T20220009504,-37.882971,145.108907
T20220006961,-36.758451,144.28734
T20220006962,-38.105624,145.291337
T20220006964,-37.994996,145.121913
T20220006969,-36.425907,145.389966
T20220006984,-37.60034,144.952572
T20220007293,-37.540663,143.979575
T20220012050,-37.886619,144.681455
T20220009534,-38.11173,145.14973
T20220007197,-37.883094,144.996823
T20220007052,-38.214809,145.156312
T20220007049,-37.80112,145.062458
T20220007048,-38.345324,143.642415
T20220007044,-37.690723,144.972068
T20220007649,-37.809245,144.972971
T20220007041,-37.716531,144.88712
T20220007035,-37.950895,145.047261
T20220007034,-36.175065,145.631635
T20220007027,-38.187228,143.514404
T20220007026,-38.179561,144.569565
T20220007025,-38.022286,145.247586
T20220007023,-38.053502,145.377968
T20220007021,-37.921533,145.062011
T20220007020,-38.055697,145.385434
T20220007019,-37.913409,145.246723
T20220007018,-37.993513,145.23079
T20220012768,-37.544995,143.793524
T20220007066,-37.89493,144.635203
T20220007065,-37.11201,142.402259
T20220007063,-38.417526,146.181723
T20220009470,-37.847925,145.228956
T20220007054,-37.855159,144.89171
T20220007051,-34.201859,142.172081
T20220011993,-37.565127,143.95729
T20220014059,-37.795374,144.825659
T20220008293,-37.700141,145.1183
T20220013176,-38.018007,145.248731
T20220007055,-37.641727,145.164556
T20220007007,-37.791775,144.961187
T20220006998,-37.715638,144.399579
T20220006994,-36.560523,145.969092
T20220007596,-37.915853,145.017868
T20220007061,-37.815436,144.810416
T20220007002,-37.50441,144.785874
T20220007151,-37.766752,145.091246
T20220009215,-37.9323,145.156273
T20220007388,-37.745504,145.006371
T20220007087,-36.735201,144.277655
T20220007669,-37.894109,144.657129
T20220007103,-38.584144,145.753133
T20220007231,-37.465327,149.184708
T20220007097,-37.90108,145.017247
T20220007095,-38.130934,145.329903
T20220008195,-38.155166,144.576697
T20220007227,-38.240073,144.345524
T20220007083,-38.113889,145.289731
T20220007157,-38.233743,146.434824
T20220007155,-37.825101,144.84507
T20220007070,-37.876817,144.722945
T20220007110,-37.954154,145.05375
T20220007229,-37.738181,144.937272
T20220007207,-37.689748,144.979855
T20220008988,-36.506806,147.990642
T20220007209,-38.058943,145.330768
T20220007185,-37.904912,145.161149
T20220009064,-37.933668,145.039074
